ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
12951818,JG114757,12/27/2022 05:00:00 PM,076XX S WESTERN AVE,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE, MOTOR VEHICLE",COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,835,8,18,70,11,1161697,1854168,2022,11/15/2023 03:41:31 PM,41.75550598,-87.68299038,"(41.755505979, -87.682990378)"
12942087,JG104231,12/25/2022 12:00:00 PM,071XX W GRAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,MEDICAL / DENTAL OFFICE,FALSE,FALSE,2512,25,29,18,14,1127879,1915300,2022,11/15/2023 03:41:31 PM,41.92389718,-87.80555097,"(41.923897177, -87.805550973)"
12943854,JG106202,11/22/2022 08:00:00 PM,087XX S MARQUETTE AVE,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,423,4,7,46,6,1195772,1847553,2022,11/15/2023 03:41:31 PM,41.7365792,-87.55833403,"(41.736579197, -87.558334025)"
12947288,JG109928,12/31/2022 11:35:00 PM,005XX E 87TH PL,810,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,632,6,9,44,6,1181360,1847086,2022,11/15/2023 03:41:31 PM,41.7356417,-87.61114858,"(41.735641696, -87.611148582)"
12941051,JG102972,12/29/2022 07:00:00 PM,011XX S LAFLIN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,1231,12,28,28,14,1166546,1895280,2022,11/15/2023 03:41:31 PM,41.86821992,-87.66404656,"(41.868219921, -87.664046556)"
13067612,JG254119,11/26/2022 03:00:00 PM,061XX W ADDISON ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,1633,16,30,17,11,1134870,1923304,2022,11/15/2023 03:41:31 PM,41.9457401,-87.77967289,"(41.945740096, -87.779672887)"
12941038,JG103175,11/23/2022 05:00:00 PM,015XX W FULLERTON AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE - PORCH / HALLWAY,FALSE,TRUE,1811,18,2,7,08A,1165473,1916022,2022,11/15/2023 03:41:31 PM,41.92516036,-87.66739469,"(41.925160357, -87.667394686)"
12939782,JG101703,12/02/2022 12:00,003XX W WOLF POINT PLZ,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,1831,18,42,8,6,1173799,1902509,2022,11/15/2023 03:41:31 PM,41.8878985,-87.63720429,"(41.887898497, -87.637204288)"
12954511,JG118121,12/12/2022 11:06,107XX S CALUMET AVE,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,513,5,9,49,6,1180481,1833861,2022,11/15/2023 03:41:31 PM,41.69937081,-87.61477325,"(41.699370807, -87.614773254)"
12950949,JG114443,12/13/2022 12:00:00 AM,004XX W PERSHING RD,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE, MOTOR VEHICLE",OTHER (SPECIFY),FALSE,FALSE,925,9,11,61,11,1173850,1879063,2022,11/15/2023 03:41:31 PM,41.82355979,-87.63771454,"(41.823559787, -87.637714542)"
12992435,JG164176,12/07/2022 14:00,002XX W 93RD PL,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,634,6,21,49,6,1176251,1843089,2022,11/15/2023 03:41:31 PM,41.72478953,-87.62998556,"(41.724789525, -87.629985557)"
12941726,JG103902,12/16/2022 01:00:00 PM,010XX N DEARBORN ST,890,THEFT,FROM BUILDING,OTHER (SPECIFY),FALSE,FALSE,1824,18,2,8,6,1175747,1907348,2022,11/15/2023 03:41:31 PM,41.90113338,-87.62990498,"(41.901133376, -87.629904979)"
12941404,JF528351,12/31/2022 05:45:00 AM,010XX W IRVING PARK RD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,FALSE,FALSE,1923,19,46,6,14,1168686,1926731,2022,11/15/2023 03:41:31 PM,41.95447725,-87.65527744,"(41.954477253, -87.655277444)"
12981672,JG151055,11/28/2022 08:00:00 AM,006XX N LA SALLE DR,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,1832,18,42,8,11,1175030,1904357,2022,11/15/2023 03:41:31 PM,41.89294202,-87.63262828,"(41.892942019, -87.63262828)"
12958323,JG123159,12/10/2022 12:41,031XX N RICHMOND ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,FALSE,FALSE,1411,14,33,21,11,1156170,1920528,2022,11/15/2023 03:41:31 PM,41.93771832,-87.70145626,"(41.937718323, -87.701456256)"
12965509,JG131767,12/20/2022 07:45:00 PM,050XX N BROADWAY,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,2033,20,47,3,14,1167398,1933847,2022,11/15/2023 03:41:31 PM,41.97403168,-87.65980667,"(41.974031676, -87.659806667)"
12942164,JG104428,11/30/2022 01:08:00 PM,017XX W LE MOYNE ST,890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,FALSE,FALSE,1433,14,2,24,6,1164517,1910150,2022,11/15/2023 03:41:31 PM,41.90906753,-87.67107408,"(41.909067531, -87.67107408)"
12953104,JG117130,12/01/2022 12:00,017XX W ESTES AVE,890,THEFT,FROM BUILDING,OTHER (SPECIFY),FALSE,FALSE,2423,24,49,1,6,1163596,1947447,2022,11/15/2023 03:41:31 PM,42.01143165,-87.67340222,"(42.011431651, -87.673402217)"
12950417,JG113538,12/11/2022 10:00,031XX W 39TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,FALSE,FALSE,921,9,12,58,14,1156155,1878257,2022,11/15/2023 03:41:31 PM,41.82172281,-87.70265301,"(41.821722813, -87.70265301)"
12955594,JG119008,12/12/2022 17:05,041XX N Kenmore Ave,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,FALSE,FALSE,1915,19,46,3,11,1168420,1927844,2022,11/15/2023 03:41:31 PM,41.95753714,-87.65622297,"(41.957537138, -87.656222966)"
12940084,JG102063,12/24/2022 12:00:00 AM,059XX S UNION AVE,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,711,7,20,68,6,1172653,1865384,2022,11/15/2023 03:41:31 PM,41.78604973,-87.64250923,"(41.786049727, -87.64250923)"
12947857,JG110733,12/19/2022 03:45:00 AM,050XX W JACKSON BLVD,610,BURGLARY,FORCIBLE ENTRY,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,1533,15,28,25,5,1142694,1898197,2022,11/15/2023 03:41:31 PM,41.87670147,-87.75154021,"(41.876701468, -87.751540206)"
12978810,JG147588,12/27/2022 09:00:00 PM,056XX N BERNARD ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,TRUE,1711,17,39,13,26,1152366,1937211,2022,11/15/2023 03:41:31 PM,41.98357368,-87.71499429,"(41.983573684, -87.714994292)"
12945171,JG107895,12/19/2022 03:30:00 PM,001XX S HALSTED ST,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,SIDEWALK,FALSE,FALSE,1232,12,27,28,10,1171070,1899648,2022,11/15/2023 03:41:31 PM,41.88010804,-87.64730998,"(41.880108035, -87.647309981)"
13068508,JG255143,12/16/2022 09:00:00 AM,044XX W MAYPOLE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,1113,11,28,26,26,1146931,1901090,2022,11/15/2023 03:41:31 PM,41.88456033,-87.73590916,"(41.88456033, -87.735909158)"
13013975,JG190142,11/28/2022 12:01:00 AM,054XX S PAULINA ST,810,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,932,9,16,61,6,1165934,1868686,2022,11/15/2023 03:41:31 PM,41.79525632,-87.66705057,"(41.79525632, -87.667050568)"
13025970,JG204152,11/20/2022 02:00:00 PM,030XX W BELDEN AVE,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,1414,14,32,22,6,1155733,1915256,2022,11/15/2023 03:41:31 PM,41.92326039,-87.70320472,"(41.923260386, -87.703204717)"
12962074,JG125377,12/23/2022 06:00:00 AM,101XX S NORMAL AVE,930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,FALSE,FALSE,2232,22,9,73,7,1174754,1837692,2022,11/15/2023 03:41:31 PM,41.71001284,-87.63562926,"(41.710012836, -87.635629256)"
12940603,JG102675,12/28/2022 03:00:00 AM,045XX W 55TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,CHA PARKING LOT / GROUNDS,FALSE,FALSE,815,8,23,62,14,1146860,1867753,2022,11/15/2023 03:41:31 PM,41.79308041,-87.73701978,"(41.793080408, -87.737019782)"
12946241,JG108325,12/31/2022 11:45:00 AM,013XX N KEELER AVE,810,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,2534,25,26,23,6,1148130,1908793,2022,11/15/2023 03:41:31 PM,41.9056752,-87.73130775,"(41.905675195, -87.731307745)"
12941935,JG104016,12/14/2022 09:30:00 AM,008XX W 50TH PL,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,APARTMENT,FALSE,FALSE,933,9,20,61,11,1171586,1871364,2022,11/15/2023 03:41:31 PM,41.80248296,-87.64624613,"(41.802482959, -87.646246125)"
12949834,JG113185,12/27/2022 08:00:00 PM,037XX W AGATITE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,1723,17,35,14,14,1150748,1929316,2022,11/15/2023 03:41:31 PM,41.9619412,-87.72115254,"(41.961941195, -87.721152539)"
12941276,JG103267,12/30/2022 12:00:00 PM,046XX N PAULINA ST,820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,FALSE,FALSE,1912,19,47,3,6,1164392,1930877,2022,11/15/2023 03:41:31 PM,41.9659462,-87.67094495,"(41.9659462, -87.670944951)"
12942382,JG103727,12/26/2022 01:42:00 AM,011XX W MONROE ST,820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,FALSE,FALSE,1232,12,25,28,6,1168861,1899721,2022,11/15/2023 03:41:31 PM,41.88035652,-87.655419,"(41.88035652, -87.655419)"
12998205,JG171187,12/31/2022 02:00:00 PM,036XX W HURON ST,810,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,1112,11,27,23,6,1151777,1904421,2022,11/15/2023 03:41:31 PM,41.89360698,-87.71802614,"(41.893606982, -87.718026137)"
12941280,JG103294,12/30/2022 11:05:00 PM,014XX W DIVERSEY PKWY,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,FALSE,FALSE,1932,19,32,7,11,1166271,1918691,2022,11/15/2023 03:41:31 PM,41.9324672,-87.66438596,"(41.932467197, -87.664385961)"
12983627,JF501484,12/06/2022 12:54,004XX W HARRISON ST,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,GOVERNMENT BUILDING / PROPERTY,TRUE,FALSE,124,1,25,28,18,1173461,1897593,2022,11/15/2023 03:41:31 PM,41.8744162,-87.63859167,"(41.8744162, -87.638591667)"
13053605,JG237254,11/24/2022 09:30:00 PM,029XX N CICERO AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2521,25,31,19,6,1143877,1918934,2022,11/15/2023 03:41:31 PM,41.93358399,-87.74667583,"(41.933583986, -87.746675826)"
12962534,JG127938,12/22/2022 03:30:00 PM,011XX W 66TH ST,820,THEFT,$500 AND UNDER,SCHOOL - PUBLIC BUILDING,FALSE,FALSE,724,7,16,68,6,1169680,1861029,2022,11/15/2023 03:41:31 PM,41.77416412,-87.65353592,"(41.774164116, -87.653535923)"
12943166,JG105601,12/18/2022 12:00:00 PM,096XX S RACINE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,SIDEWALK,FALSE,FALSE,2213,22,21,73,11,1170018,1840870,2022,11/15/2023 03:41:31 PM,41.71883774,-87.65288127,"(41.718837744, -87.652881267)"
12942759,JG104027,12/10/2022 0:00,023XX N PULASKI RD,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,GAS STATION,FALSE,FALSE,2525,25,35,22,11,1149325,1915347,2022,11/15/2023 03:41:31 PM,41.9236369,-87.72674778,"(41.923636898, -87.726747784)"
12975369,JG143687,12/09/2022 9:00,048XX N PULASKI RD,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,FALSE,FALSE,1712,17,35,14,10,1148851,1931983,2022,11/15/2023 03:41:31 PM,41.96929661,-87.72805779,"(41.969296611, -87.728057792)"
12956715,JG121165,12/27/2022 09:10:00 PM,002XX E ILLINOIS ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,FALSE,1834,18,42,8,26,1177800,1903658,2022,11/15/2023 03:41:31 PM,41.8909614,-87.62247652,"(41.890961404, -87.622476522)"
12989968,JG161040,12/09/2022 12:00,043XX N MASON AVE,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,FALSE,FALSE,1624,16,38,15,10,1135903,1928210,2022,11/15/2023 03:41:31 PM,41.95918428,-87.77575856,"(41.959184282, -87.77575856)"
12945257,JG108022,12/19/2022 05:00:00 PM,053XX N SHERIDAN RD,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE, MOTOR VEHICLE",COMMERCIAL / BUSINESS OFFICE,TRUE,FALSE,2023,20,48,77,11,1168675,1935712,2022,11/15/2023 03:41:31 PM,41.97912164,-87.65505652,"(41.97912164, -87.655056515)"
12955516,JG119983,12/22/2022 12:00:00 AM,042XX W 83RD ST,810,THEFT,OVER $500,RESIDENCE,FALSE,TRUE,834,8,18,70,6,1149636,1849188,2022,11/15/2023 03:41:31 PM,41.74208168,-87.72731999,"(41.742081678, -87.727319994)"
12953948,JG117027,11/15/2022 12:48:00 PM,051XX S CHRISTIANA AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,APARTMENT,FALSE,TRUE,822,8,14,63,17,1154916,1870263,2022,11/15/2023 03:41:31 PM,41.79981107,-87.70741195,"(41.799811065, -87.70741195)"
12941691,JG103897,12/30/2022 05:00:00 PM,002XX S CENTRAL PARK BLVD,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,FALSE,FALSE,1123,11,28,27,11,1152425,1898704,2022,11/15/2023 03:41:31 PM,41.87790617,-87.71579734,"(41.877906167, -87.715797338)"
13188175,JG397475,11/29/2022 09:00:00 AM,002XX E 121ST ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,FALSE,FALSE,532,5,9,53,11,1180134,1824770,2022,11/15/2023 03:41:31 PM,41.67443174,-87.61632086,"(41.67443174, -87.616320857)"
13018239,JG195245,12/01/2022 0:01,028XX S KOLIN AVE,1752,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,TRUE,TRUE,1031,10,22,30,17,1147853,1884785,2022,11/15/2023 03:41:31 PM,41.83979974,-87.73294213,"(41.839799735, -87.732942131)"
12940686,JG102776,12/31/2022 06:00:00 PM,021XX E 99TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,431,4,7,51,14,1192224,1839754,2022,11/15/2023 03:41:31 PM,41.71526493,-87.57158534,"(41.715264926, -87.571585336)"
12991627,JG163218,11/14/2022 10:00:00 AM,082XX S INGLESIDE AVE,1120,DECEPTIVE PRACTICE,FORGERY,APARTMENT,FALSE,FALSE,631,6,8,44,10,1183999,1850529,2022,11/15/2023 03:41:31 PM,41.74502849,-87.60137311,"(41.745028489, -87.601373107)"
12945165,JG107650,12/14/2022 12:00:00 PM,061XX S KEDZIE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,823,8,16,66,11,1156113,1863531,2022,11/15/2023 03:41:31 PM,41.7813135,-87.70320313,"(41.781313496, -87.70320313)"
12951367,JG114680,11/15/2022 12:00:00 AM,031XX W MADISON ST,281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,FALSE,FALSE,1124,11,28,27,2,1155440,1899850,2022,11/15/2023 03:41:31 PM,41.88099084,-87.70469612,"(41.880990844, -87.704696121)"
12939684,JF525948,12/29/2022 05:30:00 AM,018XX W 18TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1234,12,25,31,08B,1164351,1891432,2022,11/15/2023 03:41:31 PM,41.85770734,-87.67221361,"(41.857707337, -87.672213607)"
12948828,JG112156,12/15/2022 05:00:00 PM,062XX N SACRAMENTO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2413,24,50,2,14,1155215,1941347,2022,11/15/2023 03:41:31 PM,41.99486615,-87.70440442,"(41.994866149, -87.704404424)"
12986810,JG157288,12/18/2022 04:20:00 PM,003XX E 106TH ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,512,5,9,49,6,1180622,1834758,2022,11/15/2023 03:41:31 PM,41.70182907,-87.61422955,"(41.701829067, -87.614229554)"
13013869,JG189858,12/04/2022 7:55,014XX S AVERS AVE,930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,FALSE,FALSE,1011,10,24,29,7,1150944,1892834,2022,11/15/2023 03:41:31 PM,41.86182733,-87.7213889,"(41.861827331, -87.721388897)"
12941285,JG102510,12/31/2022 04:00:00 PM,010XX W ARMITAGE AVE,890,THEFT,FROM BUILDING,BAR OR TAVERN,FALSE,FALSE,1811,18,43,7,6,1169241,1913479,2022,11/15/2023 03:41:31 PM,41.9181011,-87.65362344,"(41.918101097, -87.653623444)"
12941932,JG104035,12/16/2022 12:00:00 PM,007XX W MONTROSE AVE,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,1915,19,46,3,6,1170527,1929439,2022,11/15/2023 03:41:31 PM,41.96186792,-87.64843014,"(41.961867922, -87.648430138)"
12942635,JG103676,12/31/2022 10:30:00 PM,002XX S CANAL ST,820,THEFT,$500 AND UNDER,OTHER RAILROAD PROPERTY / TRAIN DEPOT,FALSE,FALSE,121,1,42,28,6,1173178,1899203,2022,11/15/2023 03:41:31 PM,41.87884043,-87.63958293,"(41.878840427, -87.639582928)"
12976639,JF475525,11/15/2022 11:43:00 AM,116XX W IRVING PARK RD,2028,NARCOTICS,POSSESS - SYNTHETIC DRUGS,GOVERNMENT BUILDING / PROPERTY,TRUE,FALSE,1654,16,41,76,18,1098012,1926026,2022,11/15/2023 03:41:31 PM,41.95378308,-87.91510545,"(41.953783081, -87.915105451)"
12984349,JF492817,11/30/2022 09:45:00 AM,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY / VEHICLE PARKING LOT,TRUE,FALSE,1134,11,24,29,18,1154228,1895173,2022,11/15/2023 03:41:31 PM,41.86818094,-87.70927139,"(41.868180939, -87.709271389)"
12957318,JG121787,11/16/2022 07:00:00 AM,002XX W 87TH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,622,6,21,44,7,1176467,1847230,2022,11/15/2023 03:41:31 PM,41.73614812,-87.62907024,"(41.736148121, -87.629070243)"
13193577,JG403054,12/01/2022 0:01,037XX N PACIFIC AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,1631,16,38,17,11,1122041,1923988,2022,11/15/2023 03:41:31 PM,41.94783479,-87.82681398,"(41.947834791, -87.82681398)"
12966918,JG132606,12/27/2022 12:01:00 AM,057XX N MERRIMAC AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,FALSE,FALSE,1622,16,45,10,11,1133587,1937823,2022,11/15/2023 03:41:31 PM,41.98560431,-87.7840467,"(41.985604306, -87.784046697)"
12958104,JG122922,11/26/2022 10:00:00 AM,031XX N SAWYER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1412,14,35,21,14,1154165,1920797,2022,11/15/2023 03:41:31 PM,41.9384968,-87.70881783,"(41.938496796, -87.708817833)"
12978246,JG147072,12/07/2022 18:00,031XX N HARLEM AVE,320,ROBBERY,STRONG ARM - NO WEAPON,COMMERCIAL / BUSINESS OFFICE,TRUE,FALSE,2511,25,29,17,3,1127533,1920087,2022,11/15/2023 03:41:31 PM,41.93703914,-87.8067143,"(41.937039143, -87.806714304)"
12939896,JG101858,12/20/2022 12:00:00 AM,085XX W HIGGINS RD,1320,CRIMINAL DAMAGE,TO VEHICLE,HOTEL / MOTEL,FALSE,FALSE,1614,16,41,76,14,1118169,1938234,2022,11/15/2023 03:41:31 PM,41.98698947,-87.84074586,"(41.986989467, -87.840745861)"
13071650,JG259163,12/01/2022 9:00,057XX S MORGAN ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,FALSE,FALSE,712,7,16,68,11,1170627,1866683,2022,11/15/2023 03:41:31 PM,41.78965876,-87.64989967,"(41.789658761, -87.649899666)"
12944479,JG106992,12/29/2022 12:00:00 AM,002XX S HALSTED ST,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,1232,12,27,28,6,1171090,1899019,2022,11/15/2023 03:41:31 PM,41.87838158,-87.64725501,"(41.878381577, -87.647255007)"
13022778,JF500464,12/06/2022 14:09,028XX W 55TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,APARTMENT,FALSE,FALSE,824,8,15,63,15,1158498,1868056,2022,11/15/2023 03:41:31 PM,41.79368243,-87.69433583,"(41.793682433, -87.694335828)"
12912200,JF497887,12/04/2022 13:30,008XX W VAN BUREN ST,051A,ASSAULT,AGGRAVATED - HANDGUN,GROCERY FOOD STORE,FALSE,FALSE,1232,12,2,28,04A,1170732,1898386,2022,11/15/2023 03:41:31 PM,41.87665243,-87.64858804,"(41.876652426, -87.648588039)"
12950077,JG113254,12/23/2022 12:00:00 AM,069XX S MERRILL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SCHOOL - PUBLIC BUILDING,FALSE,FALSE,331,3,5,43,14,1191744,1859337,2022,11/15/2023 03:41:31 PM,41.76901408,-87.57270935,"(41.769014078, -87.572709347)"
12943408,JG105411,12/13/2022 02:00:00 AM,033XX W HURON ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,1121,11,27,23,6,1154072,1904469,2022,11/15/2023 03:41:31 PM,41.89369323,-87.70959607,"(41.893693226, -87.709596066)"
12944453,JG106239,12/23/2022 01:00:00 PM,057XX W Henderson St,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1633,16,36,15,14,1137416,1921691,2022,11/15/2023 03:41:31 PM,41.94126835,-87.77035348,"(41.941268349, -87.770353479)"
12946596,JG109441,12/23/2022 09:53:00 PM,052XX S BLACKSTONE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,FALSE,TRUE,234,2,4,41,26,1186800,1870814,2022,11/15/2023 03:41:31 PM,41.80062644,-87.59046793,"(41.80062644, -87.590467932)"
12940181,JG102165,12/30/2022 12:00:00 AM,035XX W 84TH ST,460,BATTERY,SIMPLE,RESIDENCE,FALSE,TRUE,834,8,18,70,08B,1154304,1848658,2022,11/15/2023 03:41:31 PM,41.74053579,-87.71023036,"(41.740535787, -87.710230362)"
12939337,JG100714,12/16/2022 08:00:00 AM,064XX S CENTRAL AVE,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,FALSE,FALSE,813,8,13,64,10,1140199,1861139,2022,11/15/2023 03:41:31 PM,41.77505463,-87.76160667,"(41.775054627, -87.761606665)"
12940682,JG102739,12/01/2022 9:00,075XX S VERNON AVE,810,THEFT,OVER $500,APARTMENT,FALSE,TRUE,624,6,6,69,6,1180550,1855157,2022,11/15/2023 03:41:31 PM,41.75780805,-87.61386885,"(41.757808046, -87.613868852)"
13005404,JG179822,12/05/2022 16:00,008XX E 38TH PL,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,FALSE,FALSE,212,2,4,36,11,1182295,1879791,2022,11/15/2023 03:41:31 PM,41.82536567,-87.60671065,"(41.825365669, -87.606710653)"
12948096,JG111324,12/31/2022 01:25:00 AM,068XX N KEDZIE AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,2411,24,50,2,5,1153849,1945170,2022,11/15/2023 03:41:31 PM,42.00538405,-87.70932675,"(42.005384054, -87.709326751)"
12951227,JG115010,12/22/2022 04:00:00 PM,018XX W PETERSON AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,2413,24,40,2,5,1162981,1939902,2022,11/15/2023 03:41:31 PM,41.99074096,-87.67587823,"(41.990740957, -87.675878227)"
13218080,JG433187,12/28/2022 05:30:00 PM,005XX S JEFFERSON ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,124,1,34,28,6,1172411,1897778,2022,11/15/2023 03:41:31 PM,41.87494711,-87.6424413,"(41.87494711, -87.6424413)"
12939611,JG101532,11/21/2022 09:54:00 AM,010XX S STATE ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,FALSE,FALSE,123,1,4,32,11,1176502,1895903,2022,11/15/2023 03:41:31 PM,41.86971065,-87.62747761,"(41.869710651, -87.627477612)"
12949227,JG112415,12/12/2022 9:00,061XX N FRANCISCO AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,FALSE,FALSE,2413,24,50,2,11,1155900,1940591,2022,11/15/2023 03:41:31 PM,41.99277782,-87.70190517,"(41.992777819, -87.701905167)"
12961581,JG126706,12/31/2022 08:58:00 PM,0000X S WESTERN AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1125,11,27,28,7,1160418,1899771,2022,11/15/2023 03:41:31 PM,41.88067255,-87.6864194,"(41.880672547, -87.6864194)"
12942923,JF526370,12/29/2022 01:15:00 PM,097XX S TORRENCE AVE,5011,OTHER OFFENSE,LICENSE VIOLATION,PARKING LOT / GARAGE (NON RESIDENTIAL),TRUE,FALSE,431,4,10,51,26,1195428,1840872,2022,11/15/2023 03:41:31 PM,41.71825444,-87.55981426,"(41.718254437, -87.559814255)"
12955056,JG119361,12/16/2022 11:30:00 AM,029XX W 87TH ST,820,THEFT,$500 AND UNDER,NURSING / RETIREMENT HOME,FALSE,FALSE,835,8,18,70,6,1158265,1846779,2022,11/15/2023 03:41:31 PM,41.73529988,-87.69576853,"(41.735299884, -87.695768531)"
13145850,JG320545,12/14/2022 08:33:00 AM,040XX W POLK ST,1752,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,FALSE,TRUE,1132,11,24,26,17,1149580,1896139,2022,11/15/2023 03:41:31 PM,41.87092321,-87.72631017,"(41.870923211, -87.726310169)"
